NIM,ANGKATAN,IPK,IPK LULUS,SKS TEMPUH,SKS LULUS,SKS TOTAL,IP SEMESTER 1,IP SEMESTER 2,IP SEMESTER 3,IP SEMESTER 4,IP SEMESTER 5,SKS TEMPUH SEMESTER 1,SKS TEMPUH SEMESTER 2,SKS TEMPUH SEMESTER 3,SKS TEMPUH SEMESTER 4,SKS TEMPUH SEMESTER 5,JUMLAH MATKUL YANG DI ULANG,JUMLAH CUTI (SEMESTER),status_kelulusan
181012077,2018,3.6,3.6,179.0,145.0,145.0,3.37,3.56,3.68,3.64,3.39,18.0,37.0,60.0,84.0,108.0,2,0,Tidak Tepat Waktu
181012104,2018,3.69,3.69,165.0,144.0,144.0,3.58,0.81,0.0,3.64,3.29,18.0,37.0,37.0,61.0,85.0,8,0,Tidak Tepat Waktu
181012208,2018,3.45,3.45,222.0,145.0,145.0,2.84,2.15,3.41,1.38,1.86,18.0,35.0,51.0,72.0,85.0,15,0,Tidak Tepat Waktu
181012212,2018,3.49,3.49,193.0,151.0,151.0,2.59,0.82,3.22,2.56,2.72,18.0,33.0,43.0,64.0,85.0,13,0,Tidak Tepat Waktu
181012224,2018,3.55,3.55,168.0,145.0,145.0,3.47,2.04,3.43,3.46,3.68,18.0,37.0,57.0,78.0,102.0,5,0,Tidak Tepat Waktu
181012264,2018,3.64,3.64,176.0,145.0,145.0,3.54,3.24,3.7,1.38,3.63,18.0,37.0,60.0,84.0,97.0,6,0,Tidak Tepat Waktu
181012305,2018,3.62,3.62,187.0,145.0,145.0,3.31,2.94,3.19,3.49,3.44,18.0,35.0,56.0,80.0,104.0,9,0,Tidak Tepat Waktu
181022043,2018,3.75,3.75,171.0,146.0,146.0,3.64,0.32,3.46,3.79,3.68,21.0,43.0,54.0,78.0,100.0,10,0,Tidak Tepat Waktu
181022065,2018,3.48,3.48,190.0,148.0,148.0,2.59,2.33,2.07,2.77,3.32,21.0,43.0,60.0,77.0,99.0,13,0,Tidak Tepat Waktu
181022080,2018,3.43,3.43,165.0,146.0,146.0,3.38,3.23,3.25,3.23,3.49,21.0,43.0,66.0,88.0,110.0,3,0,Tidak Tepat Waktu
181022138,2018,3.66,3.66,157.0,146.0,146.0,3.55,3.55,3.52,3.79,3.75,21.0,43.0,66.0,90.0,112.0,4,1,Tidak Tepat Waktu
181022149,2018,3.55,3.55,154.0,146.0,146.0,3.47,3.35,0.0,3.52,3.64,21.0,43.0,43.0,67.0,91.0,2,1,Tidak Tepat Waktu
181022174,2018,3.48,3.48,197.0,146.0,146.0,3.26,3.41,2.97,2.48,2.79,21.0,43.0,66.0,88.0,104.0,12,0,Tidak Tepat Waktu
181022195,2018,3.61,3.61,154.0,146.0,146.0,3.6,3.56,3.6,3.67,3.29,21.0,43.0,66.0,90.0,112.0,2,1,Tidak Tepat Waktu
181032001,2018,3.82,3.82,147.0,147.0,147.0,3.73,3.79,3.67,3.9,3.83,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032002,2018,3.66,3.66,149.0,147.0,147.0,3.48,3.64,3.64,3.79,3.36,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032003,2018,3.82,3.82,147.0,147.0,147.0,3.81,3.82,3.72,3.93,3.86,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032004,2018,3.8,3.8,147.0,147.0,147.0,3.77,3.84,3.81,3.74,3.83,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032005,2018,3.86,3.86,149.0,147.0,147.0,3.84,3.91,3.85,3.91,3.39,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032006,2018,3.82,3.82,147.0,147.0,147.0,3.76,3.74,3.79,3.93,3.78,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032007,2018,3.79,3.79,147.0,147.0,147.0,3.71,3.7,3.64,3.91,3.83,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032008,2018,3.84,3.84,147.0,147.0,147.0,3.85,3.73,3.78,3.83,3.9,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032009,2018,3.9,3.9,147.0,147.0,147.0,3.87,3.89,3.84,3.94,3.87,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032010,2018,3.83,3.83,147.0,147.0,147.0,3.83,3.8,3.7,3.88,3.86,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032011,2018,3.73,3.73,149.0,147.0,147.0,3.65,3.59,3.64,3.79,3.65,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032012,2018,3.86,3.86,147.0,147.0,147.0,3.87,3.84,3.76,3.93,3.84,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032013,2018,3.72,3.72,149.0,147.0,147.0,3.73,3.74,3.64,3.76,3.59,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032015,2018,3.68,3.68,147.0,147.0,147.0,3.65,3.75,3.52,3.6,3.69,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032020,2018,3.69,3.69,151.0,147.0,147.0,3.58,3.67,3.32,3.71,3.37,22.0,44.0,66.0,88.0,112.0,2,0,Tidak Tepat Waktu
181032021,2018,3.77,3.77,147.0,147.0,147.0,3.66,3.73,3.56,3.93,3.83,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032022,2018,3.75,3.75,147.0,147.0,147.0,3.71,3.7,3.59,3.75,3.83,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032023,2018,3.86,3.86,147.0,147.0,147.0,3.87,3.83,3.8,3.91,3.81,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032024,2018,3.87,3.87,147.0,147.0,147.0,3.78,3.88,3.85,3.86,3.87,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032025,2018,3.79,3.79,147.0,147.0,147.0,3.77,3.77,3.73,3.78,3.8,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032027,2018,3.8,3.8,153.0,147.0,147.0,3.84,3.82,3.79,3.83,3.69,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032028,2018,3.79,3.79,147.0,147.0,147.0,3.74,3.78,3.67,3.82,3.77,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032030,2018,3.84,3.84,147.0,147.0,147.0,3.73,3.82,3.81,3.86,3.81,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032031,2018,3.72,3.72,147.0,147.0,147.0,3.65,3.73,3.53,3.74,3.71,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032032,2018,3.62,3.62,157.0,147.0,147.0,3.61,3.64,3.32,3.66,3.34,22.0,44.0,66.0,88.0,112.0,2,0,Tidak Tepat Waktu
181032033,2018,3.71,3.71,155.0,147.0,147.0,3.68,3.7,3.64,3.75,3.56,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032034,2018,3.83,3.83,147.0,147.0,147.0,3.79,3.8,3.8,3.89,3.87,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032035,2018,3.85,3.85,147.0,147.0,147.0,3.81,3.84,3.78,3.93,3.87,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032037,2018,3.87,3.87,147.0,147.0,147.0,3.83,3.8,3.87,3.93,3.78,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032039,2018,3.84,3.84,147.0,147.0,147.0,3.65,3.81,3.81,3.87,3.89,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032040,2018,3.82,3.82,147.0,147.0,147.0,3.71,3.83,3.75,3.88,3.78,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032041,2018,3.75,3.75,147.0,147.0,147.0,3.6,3.71,3.61,3.83,3.77,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032043,2018,3.73,3.73,157.0,147.0,147.0,3.74,3.76,3.4,3.86,3.7,22.0,44.0,66.0,88.0,112.0,1,0,Tidak Tepat Waktu
181032044,2018,3.77,3.77,147.0,147.0,147.0,3.77,3.7,3.64,3.82,3.77,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032045,2018,3.78,3.78,149.0,147.0,147.0,3.84,3.75,3.58,3.8,3.66,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032046,2018,3.92,3.92,147.0,147.0,147.0,3.88,3.92,3.89,3.91,3.95,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032047,2018,3.79,3.79,147.0,147.0,147.0,3.71,3.74,3.72,3.85,3.91,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032049,2018,3.44,3.44,196.0,147.0,147.0,2.54,2.23,1.27,2.61,1.28,22.0,44.0,66.0,88.0,108.0,19,0,Tidak Tepat Waktu
181032050,2018,3.68,3.68,155.0,147.0,147.0,3.65,3.67,3.59,3.78,3.65,22.0,44.0,66.0,88.0,110.0,1,0,Tidak Tepat Waktu
181032051,2018,3.68,3.68,152.0,147.0,147.0,3.21,3.59,3.59,3.7,3.48,22.0,44.0,66.0,88.0,110.0,2,0,Tidak Tepat Waktu
181032052,2018,3.65,3.65,157.0,147.0,147.0,3.55,3.68,3.32,3.71,3.61,22.0,44.0,66.0,88.0,112.0,2,0,Tidak Tepat Waktu
181032053,2018,3.58,3.58,163.0,147.0,147.0,3.56,3.58,3.18,3.38,3.57,22.0,44.0,66.0,88.0,110.0,3,0,Tidak Tepat Waktu
181032054,2018,3.91,3.91,147.0,147.0,147.0,3.93,3.93,3.85,3.86,3.92,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032056,2018,3.84,3.84,147.0,147.0,147.0,3.73,3.9,3.74,3.93,3.78,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032057,2018,3.72,3.72,165.0,147.0,147.0,3.62,3.71,3.4,3.12,3.46,22.0,44.0,66.0,88.0,110.0,4,0,Tidak Tepat Waktu
181032059,2018,3.72,3.72,167.0,147.0,147.0,3.89,3.7,2.55,3.67,3.48,22.0,44.0,66.0,88.0,112.0,6,0,Tidak Tepat Waktu
181032060,2018,3.88,3.88,147.0,147.0,147.0,3.81,3.9,3.83,3.93,3.9,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032061,2018,3.65,3.65,153.0,147.0,147.0,3.56,3.73,3.66,3.78,3.68,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032063,2018,3.79,3.79,147.0,147.0,147.0,3.73,3.7,3.77,3.89,3.74,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032064,2018,3.86,3.86,147.0,147.0,147.0,3.87,3.86,3.78,3.86,3.84,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032065,2018,3.89,3.89,147.0,147.0,147.0,3.86,3.84,3.86,3.93,3.95,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181032066,2018,3.82,3.82,147.0,147.0,147.0,3.69,3.8,3.84,3.91,3.84,22.0,44.0,66.0,88.0,110.0,0,0,Tidak Tepat Waktu
181052007,2018,3.47,3.47,181.0,145.0,145.0,2.97,1.54,0.27,3.19,3.83,21.0,40.0,53.0,74.0,97.0,12,0,Tidak Tepat Waktu
181052009,2018,3.42,3.42,246.0,146.0,146.0,2.52,2.46,3.05,2.91,3.94,22.0,41.0,63.0,84.0,101.0,15,0,Tidak Tepat Waktu
181062003,2018,3.51,3.51,192.0,154.0,154.0,2.18,3.71,0.0,3.13,3.2,21.0,43.0,43.0,67.0,90.0,9,0,Tidak Tepat Waktu
182012007,2018,3.8,3.8,156.0,154.0,154.0,3.46,3.35,3.84,3.95,3.92,22.0,46.0,70.0,94.0,118.0,1,0,Tidak Tepat Waktu
182012009,2018,3.72,3.72,158.0,154.0,154.0,3.35,3.3,3.74,3.89,3.59,22.0,46.0,70.0,94.0,118.0,2,0,Tidak Tepat Waktu
182012010,2018,3.75,3.75,160.0,154.0,154.0,3.43,3.69,3.74,3.88,3.85,22.0,46.0,70.0,94.0,118.0,0,0,Tidak Tepat Waktu
182012013,2018,3.76,3.76,156.0,154.0,154.0,3.5,3.48,3.85,3.88,3.79,22.0,46.0,70.0,94.0,118.0,1,0,Tidak Tepat Waktu
182012019,2018,3.77,3.77,162.0,154.0,154.0,3.55,3.55,3.6,3.95,3.85,22.0,46.0,70.0,94.0,118.0,1,0,Tidak Tepat Waktu
182012020,2018,3.77,3.77,128.0,159.0,159.0,3.66,3.74,3.77,3.07,3.72,24.0,48.0,72.0,95.0,113.0,1,0,Tepat Waktu
182022028,2018,3.55,3.55,182.0,154.0,154.0,3.37,3.36,3.53,3.49,3.52,22.0,46.0,70.0,94.0,118.0,1,0,Tidak Tepat Waktu
182022040,2018,3.48,3.48,195.0,154.0,154.0,2.62,2.17,1.38,3.07,3.09,22.0,46.0,68.0,92.0,116.0,16,0,Tidak Tepat Waktu
182022054,2018,3.52,3.52,196.0,154.0,154.0,3.17,2.84,3.41,2.95,3.66,22.0,46.0,70.0,94.0,118.0,6,0,Tidak Tepat Waktu
182022063,2018,3.58,3.58,166.0,154.0,154.0,3.35,3.03,3.6,3.2,0.0,22.0,46.0,70.0,94.0,94.0,2,0,Tidak Tepat Waktu
182032011,2018,3.65,3.65,188.0,150.0,150.0,3.71,1.35,3.31,2.23,3.73,22.0,46.0,70.0,92.0,114.0,10,0,Tidak Tepat Waktu
182032030,2018,3.51,3.51,163.0,144.0,144.0,2.93,3.32,3.39,3.13,3.68,22.0,46.0,70.0,94.0,119.0,3,0,Tidak Tepat Waktu
182042016,2018,3.49,3.49,204.0,150.0,150.0,3.44,2.85,0.86,3.36,3.53,22.0,46.0,70.0,94.0,116.0,14,0,Tidak Tepat Waktu
182042018,2018,3.5,3.5,160.0,150.0,150.0,3.43,3.02,3.39,3.43,3.56,22.0,46.0,70.0,94.0,116.0,1,0,Tidak Tepat Waktu
182042019,2018,3.45,3.45,196.0,150.0,150.0,3.37,2.35,2.65,3.13,2.6,22.0,46.0,68.0,92.0,116.0,12,0,Tidak Tepat Waktu
182042027,2018,3.58,3.58,166.0,150.0,150.0,3.41,3.49,3.49,3.26,2.61,22.0,46.0,70.0,92.0,114.0,4,0,Tidak Tepat Waktu
182042037,2018,3.5,3.5,204.0,150.0,150.0,3.41,2.99,3.35,2.81,3.32,22.0,46.0,68.0,92.0,116.0,8,0,Tidak Tepat Waktu
183012001,2018,3.88,3.88,147.0,147.0,147.0,3.89,3.66,3.93,3.91,3.95,23.0,47.0,71.0,93.0,114.0,0,0,Tidak Tepat Waktu
183012003,2018,3.64,3.64,180.0,147.0,147.0,3.66,3.06,2.92,3.67,3.75,23.0,47.0,69.0,91.0,114.0,4,0,Tidak Tepat Waktu
183012004,2018,3.85,3.85,147.0,147.0,147.0,3.82,3.73,3.9,3.79,3.92,23.0,47.0,71.0,93.0,114.0,0,0,Tidak Tepat Waktu
183012008,2018,3.57,3.57,161.0,147.0,147.0,3.6,3.03,2.54,3.64,3.66,23.0,47.0,71.0,95.0,118.0,4,0,Tidak Tepat Waktu
183012009,2018,3.86,3.86,153.0,147.0,147.0,3.89,3.64,3.87,3.87,3.94,23.0,47.0,71.0,93.0,114.0,0,0,Tidak Tepat Waktu
183012010,2018,3.76,3.76,163.0,147.0,147.0,3.66,3.64,3.2,3.75,3.85,23.0,47.0,71.0,93.0,116.0,3,0,Tidak Tepat Waktu
183012013,2018,3.66,3.66,153.0,147.0,147.0,3.6,3.35,3.63,3.76,3.78,23.0,47.0,71.0,93.0,114.0,1,0,Tidak Tepat Waktu
183022001,2018,3.71,3.71,152.0,152.0,152.0,3.73,3.69,3.73,3.72,3.59,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022004,2018,3.72,3.72,158.0,152.0,152.0,3.69,3.74,3.7,3.67,3.67,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022006,2018,3.69,3.69,168.0,152.0,152.0,3.75,3.56,3.78,3.61,3.59,22.0,44.0,68.0,90.0,114.0,2,0,Tidak Tepat Waktu
183022007,2018,3.62,3.62,155.0,152.0,152.0,3.58,3.52,3.7,3.56,3.4,22.0,44.0,68.0,90.0,114.0,1,0,Tidak Tepat Waktu
183022010,2018,3.56,3.56,170.0,152.0,152.0,3.62,3.47,3.68,3.53,2.92,22.0,44.0,68.0,90.0,114.0,3,0,Tidak Tepat Waktu
183022013,2018,3.62,3.62,160.0,152.0,152.0,3.41,3.34,3.75,3.45,3.51,22.0,44.0,68.0,92.0,116.0,1,0,Tidak Tepat Waktu
183022018,2018,3.88,3.88,158.0,152.0,152.0,3.93,3.78,3.9,3.87,3.96,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022020,2018,3.69,3.69,154.0,152.0,152.0,3.59,3.28,3.76,3.67,3.69,22.0,44.0,68.0,92.0,116.0,1,0,Tidak Tepat Waktu
183022021,2018,3.75,3.75,158.0,152.0,152.0,3.74,3.61,3.84,3.76,3.69,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022023,2018,3.76,3.76,160.0,152.0,152.0,3.7,3.52,3.91,3.45,3.77,22.0,44.0,68.0,92.0,116.0,0,0,Tidak Tepat Waktu
183022024,2018,3.72,3.72,152.0,152.0,152.0,3.67,3.53,3.84,3.72,3.69,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022025,2018,3.54,3.54,179.0,152.0,152.0,2.71,2.53,3.64,1.82,3.59,22.0,44.0,60.0,84.0,108.0,10,0,Tidak Tepat Waktu
183022026,2018,3.6,3.6,158.0,152.0,152.0,3.62,3.4,3.59,3.5,3.5,22.0,44.0,68.0,90.0,114.0,2,0,Tidak Tepat Waktu
183022028,2018,3.66,3.66,161.0,152.0,152.0,3.65,3.52,3.61,3.61,3.46,22.0,44.0,68.0,90.0,114.0,1,0,Tidak Tepat Waktu
183022029,2018,3.68,3.68,162.0,152.0,152.0,3.58,3.32,3.8,3.25,3.65,22.0,44.0,68.0,92.0,116.0,1,0,Tidak Tepat Waktu
183022037,2018,3.59,3.59,167.0,152.0,152.0,3.23,3.11,3.73,3.17,3.38,22.0,44.0,68.0,92.0,116.0,3,0,Tidak Tepat Waktu
183022039,2018,3.64,3.64,162.0,152.0,152.0,3.59,3.13,3.7,3.32,3.42,22.0,44.0,68.0,92.0,116.0,3,0,Tidak Tepat Waktu
183022043,2018,3.81,3.81,170.0,152.0,152.0,3.58,3.54,3.84,3.79,3.77,22.0,44.0,68.0,90.0,114.0,6,0,Tidak Tepat Waktu
183022046,2018,3.66,3.66,160.0,152.0,152.0,3.64,3.2,3.75,3.42,3.8,22.0,44.0,68.0,92.0,116.0,1,0,Tidak Tepat Waktu
183022048,2018,3.76,3.76,152.0,152.0,152.0,3.67,3.69,3.85,3.71,3.84,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183022049,2018,3.6,3.6,152.0,152.0,152.0,3.64,3.54,3.54,3.27,3.71,22.0,44.0,68.0,90.0,114.0,0,0,Tidak Tepat Waktu
183032001,2018,3.71,3.71,146.0,146.0,146.0,3.68,3.44,3.79,3.72,3.85,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032002,2018,3.74,3.74,146.0,146.0,146.0,3.63,3.52,3.71,3.82,3.81,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032003,2018,3.71,3.71,146.0,146.0,146.0,3.78,3.44,3.92,3.68,3.79,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032004,2018,3.77,3.77,146.0,146.0,146.0,3.66,3.6,3.88,3.81,3.79,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032005,2018,3.75,3.75,152.0,146.0,146.0,3.74,3.47,3.81,3.75,3.79,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032007,2018,3.74,3.74,152.0,146.0,146.0,3.65,3.58,3.78,3.7,3.79,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032008,2018,3.74,3.74,152.0,146.0,146.0,3.63,3.43,3.85,3.68,3.85,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032009,2018,3.72,3.72,146.0,146.0,146.0,3.52,3.5,3.85,3.83,3.87,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032010,2018,3.58,3.58,151.0,146.0,146.0,3.39,2.69,3.56,3.56,3.85,24.0,47.0,70.0,94.0,113.0,2,0,Tidak Tepat Waktu
183032012,2018,3.63,3.63,146.0,146.0,146.0,3.57,3.34,3.72,3.67,3.79,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032015,2018,3.71,3.71,146.0,146.0,146.0,3.67,3.47,3.75,3.68,3.83,24.0,47.0,70.0,94.0,113.0,0,0,Tidak Tepat Waktu
183032016,2018,3.57,3.57,172.0,146.0,146.0,3.53,2.63,2.07,2.42,3.78,24.0,47.0,70.0,91.0,110.0,9,0,Tidak Tepat Waktu
183032017,2018,3.61,3.61,161.0,146.0,146.0,2.89,3.17,3.68,3.13,3.83,24.0,47.0,70.0,94.0,113.0,4,0,Tidak Tepat Waktu
183032019,2018,3.62,3.62,148.0,146.0,146.0,3.47,3.2,3.31,3.66,3.83,24.0,47.0,70.0,94.0,115.0,1,0,Tidak Tepat Waktu
183042003,2018,3.9,3.9,151.0,149.0,149.0,3.84,3.86,3.85,3.91,3.92,20.0,44.0,68.0,90.0,113.0,1,0,Tidak Tepat Waktu
183042004,2018,3.74,3.74,151.0,149.0,149.0,3.64,3.73,3.63,3.7,3.81,20.0,44.0,68.0,90.0,113.0,1,0,Tidak Tepat Waktu
183042005,2018,3.76,3.76,149.0,149.0,149.0,3.67,3.73,3.56,3.83,3.87,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042007,2018,3.62,3.62,161.0,149.0,149.0,3.52,3.63,3.43,3.0,3.8,20.0,44.0,68.0,90.0,113.0,3,1,Tidak Tepat Waktu
183042008,2018,3.77,3.77,149.0,149.0,149.0,3.7,3.69,3.68,3.74,3.89,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042010,2018,3.64,3.64,149.0,149.0,149.0,3.4,3.53,3.6,3.55,3.77,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042012,2018,3.68,3.68,149.0,149.0,149.0,3.42,3.61,3.59,3.64,3.83,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042013,2018,3.81,3.81,149.0,149.0,149.0,3.67,3.77,3.78,3.79,3.88,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042014,2018,3.66,3.66,167.0,149.0,149.0,3.4,3.25,1.38,3.6,3.8,20.0,44.0,68.0,90.0,113.0,8,0,Tidak Tepat Waktu
183042016,2018,3.74,3.74,149.0,149.0,149.0,3.67,3.62,3.6,3.7,3.86,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042018,2018,3.58,3.58,161.0,149.0,149.0,3.32,3.45,3.11,3.21,3.76,20.0,44.0,68.0,90.0,113.0,2,0,Tidak Tepat Waktu
183042019,2018,3.63,3.63,155.0,149.0,149.0,3.44,3.49,3.36,3.64,3.79,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042023,2018,3.73,3.73,149.0,149.0,149.0,3.37,3.59,3.73,3.84,3.87,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042024,2018,3.8,3.8,151.0,149.0,149.0,3.6,3.71,3.78,3.78,3.87,20.0,44.0,68.0,90.0,113.0,1,0,Tidak Tepat Waktu
183042025,2018,3.72,3.72,149.0,149.0,149.0,3.54,3.68,3.59,3.7,3.86,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042027,2018,3.73,3.73,149.0,149.0,149.0,3.44,3.7,3.63,3.68,3.87,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042029,2018,3.64,3.64,147.0,157.0,157.0,2.7,3.49,3.43,3.82,3.56,22.0,42.0,65.0,89.0,104.0,4,1,Tidak Tepat Waktu
183042030,2018,3.69,3.69,149.0,149.0,149.0,3.55,3.59,3.6,3.64,3.81,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042031,2018,3.81,3.81,149.0,149.0,149.0,3.72,3.63,3.81,3.88,3.88,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042032,2018,3.74,3.74,149.0,149.0,149.0,3.6,3.7,3.7,3.68,3.84,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183042041,2018,3.78,3.78,149.0,149.0,149.0,3.45,3.74,3.78,3.87,3.89,20.0,44.0,68.0,90.0,113.0,0,0,Tidak Tepat Waktu
183052002,2018,3.73,3.73,148.0,146.0,146.0,3.5,3.6,3.74,3.88,3.55,16.0,38.0,61.0,83.0,106.0,1,0,Tidak Tepat Waktu
183052003,2018,3.91,3.91,146.0,146.0,146.0,3.86,3.84,3.89,3.93,3.96,16.0,38.0,61.0,85.0,108.0,0,0,Tidak Tepat Waktu
183052005,2018,3.79,3.79,148.0,146.0,146.0,3.5,3.66,3.84,3.89,3.91,16.0,38.0,61.0,85.0,108.0,0,0,Tidak Tepat Waktu
183052007,2018,3.83,3.83,146.0,146.0,146.0,3.82,3.72,3.75,3.9,3.92,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052008,2018,3.79,3.79,146.0,146.0,146.0,3.65,3.61,3.76,3.87,3.91,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052009,2018,3.67,3.67,146.0,146.0,146.0,3.42,3.26,3.69,3.87,3.87,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052010,2018,3.69,3.69,152.0,146.0,146.0,3.34,3.47,3.73,3.71,3.82,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052011,2018,3.79,3.79,146.0,146.0,146.0,3.52,3.73,3.75,3.9,3.94,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052012,2018,3.75,3.75,158.0,146.0,146.0,3.65,3.43,3.74,3.77,3.54,16.0,38.0,61.0,83.0,106.0,3,0,Tidak Tepat Waktu
183052013,2018,3.77,3.77,168.0,146.0,146.0,3.84,3.48,3.82,3.77,3.42,16.0,40.0,63.0,87.0,110.0,3,0,Tidak Tepat Waktu
183052014,2018,3.72,3.72,146.0,146.0,146.0,3.42,3.61,3.69,3.83,3.91,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052019,2018,3.82,3.82,148.0,146.0,146.0,3.82,3.49,3.69,3.93,3.93,16.0,40.0,63.0,85.0,108.0,1,0,Tidak Tepat Waktu
183052020,2018,3.74,3.74,146.0,146.0,146.0,3.48,3.67,3.77,3.85,3.89,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
183052023,2018,3.71,3.71,152.0,146.0,146.0,3.42,3.52,3.71,3.8,3.87,16.0,38.0,61.0,83.0,106.0,0,0,Tidak Tepat Waktu
